Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Segment,City,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit
ORD-01395,2023-07-01,2023-07-03,Standard Class,CUST-1194,Consumer,Portland,West,Office Supplies,Labels,198.66,5,0.0,45.13
ORD-01396,2021-01-01,2021-01-03,First Class,CUST-1228,Home Office,San Francisco,West,Furniture,Chairs,4404.59,5,0.1,-11.03
ORD-01397,2022-12-07,2022-12-08,First Class,CUST-1189,Home Office,Seattle,West,Technology,Accessories,4928.87,1,0.2,840.38
ORD-01398,2021-03-05,2021-03-07,Standard Class,CUST-1195,Consumer,Seattle,West,Office Supplies,Binders,243.35,4,0.1,79.81
ORD-01399,2023-01-08,2023-01-12,Second Class,CUST-1073,Consumer,Denver,Central,Furniture,Tables,724.51,1,0.0,-23.23
ORD-01400,2023-05-02,2023-05-06,Second Class,CUST-1282,Consumer,Dallas,Central,Office Supplies,Labels,484.45,4,0.1,127.7
ORD-01401,2023-10-18,2023-10-25,Standard Class,CUST-1017,Consumer,Philadelphia,East,Office Supplies,Labels,117.99,3,0.0,39.71
ORD-01402,2021-06-13,2021-06-15,Same Day,CUST-1045,Corporate,Chicago,Central,Office Supplies,Labels,332.63,5,0.0,73.03
ORD-01403,2021-01-23,2021-01-27,First Class,CUST-1150,Corporate,Houston,Central,Technology,Phones,4479.41,3,0.1,520.97
ORD-01404,2021-05-06,2021-05-13,Second Class,CUST-1013,Corporate,Houston,Central,Technology,Phones,2318.89,3,0.1,420.33
ORD-01405,2021-09-29,2021-10-04,Standard Class,CUST-1077,Home Office,Los Angeles,West,Technology,Phones,2538.71,2,0.0,310.51
ORD-01406,2022-01-06,2022-01-11,Standard Class,CUST-1078,Corporate,Houston,Central,Office Supplies,Pens,194.99,5,0.5,37.41
ORD-01407,2021-12-09,2021-12-11,Second Class,CUST-1026,Corporate,Dallas,Central,Office Supplies,Labels,266.32,1,0.0,70.87
ORD-01408,2023-12-27,2023-12-29,First Class,CUST-1006,Corporate,Atlanta,East,Technology,Monitors,4294.17,4,0.0,554.08
ORD-01409,2021-03-26,2021-03-27,Second Class,CUST-1139,Home Office,Boston,East,Technology,Monitors,4159.33,6,0.4,-56.75
ORD-01410,2022-05-11,2022-05-18,Standard Class,CUST-1160,Corporate,Houston,Central,Furniture,Bookcases,2235.99,2,0.1,155.24
ORD-01411,2023-07-03,2023-07-06,Second Class,CUST-1047,Consumer,Chicago,Central,Furniture,Chairs,1419.02,5,0.0,-58.87
ORD-01412,2021-09-24,2021-09-28,Standard Class,CUST-1150,Corporate,Miami,South,Technology,Laptops,2393.59,3,0.3,213.34
ORD-01413,2022-10-25,2022-10-28,Second Class,CUST-1170,Corporate,Boston,East,Furniture,Chairs,375.34,4,0.0,-12.91
ORD-01414,2022-02-15,2022-02-20,Standard Class,CUST-1111,Consumer,New Orleans,South,Office Supplies,Pens,247.73,4,0.0,83.03
ORD-01415,2022-05-29,2022-06-02,Standard Class,CUST-1199,Consumer,New Orleans,South,Office Supplies,Binders,30.88,1,0.0,11.12
ORD-01416,2023-10-02,2023-10-06,First Class,CUST-1246,Corporate,Miami,South,Technology,Accessories,1082.64,6,0.1,54.85
ORD-01417,2021-07-05,2021-07-08,Second Class,CUST-1103,Consumer,Boston,East,Technology,Accessories,4288.92,3,0.0,823.16
ORD-01418,2021-08-07,2021-08-14,Standard Class,CUST-1097,Consumer,Nashville,South,Technology,Phones,7137.35,6,0.0,1617.03
ORD-01419,2022-09-23,2022-09-27,Standard Class,CUST-1028,Consumer,San Francisco,West,Technology,Laptops,3427.35,3,0.4,-331.48
ORD-01420,2023-07-28,2023-08-04,Second Class,CUST-1018,Home Office,Philadelphia,East,Furniture,Chairs,2684.88,1,0.15,-179.23
ORD-01421,2022-05-13,2022-05-20,Second Class,CUST-1049,Home Office,Denver,Central,Office Supplies,Labels,99.07,3,0.0,21.05
ORD-01422,2023-10-16,2023-10-21,Standard Class,CUST-1205,Home Office,Chicago,Central,Furniture,Tables,2917.2,3,0.0,1.93
ORD-01423,2022-11-19,2022-11-20,Second Class,CUST-1283,Corporate,Philadelphia,East,Furniture,Tables,488.42,3,0.2,-52.74
ORD-01424,2023-02-10,2023-02-12,First Class,CUST-1145,Consumer,Miami,South,Technology,Laptops,943.8,1,0.0,95.74
ORD-01425,2023-07-12,2023-07-16,Standard Class,CUST-1255,Consumer,Dallas,Central,Furniture,Storage,912.11,2,0.1,-82.63
ORD-01426,2022-04-28,2022-04-30,Standard Class,CUST-1259,Consumer,Boston,East,Office Supplies,Binders,19.84,5,0.1,7.26
ORD-01427,2023-08-30,2023-09-03,Standard Class,CUST-1222,Consumer,San Francisco,West,Technology,Laptops,605.54,2,0.0,104.66
ORD-01428,2021-03-01,2021-03-05,Standard Class,CUST-1296,Home Office,Los Angeles,West,Technology,Monitors,969.0,5,0.3,91.36
ORD-01429,2022-04-12,2022-04-13,Standard Class,CUST-1037,Consumer,Houston,Central,Furniture,Tables,1408.68,2,0.3,-149.48
ORD-01430,2023-07-21,2023-07-23,First Class,CUST-1138,Consumer,Portland,West,Furniture,Storage,1516.92,3,0.0,-2.22
ORD-01431,2023-08-12,2023-08-16,Standard Class,CUST-1087,Consumer,Los Angeles,West,Technology,Laptops,3485.74,2,0.0,554.35
ORD-01432,2023-08-28,2023-09-01,Standard Class,CUST-1222,Home Office,Portland,West,Office Supplies,Paper,154.63,3,0.15,28.86
ORD-01433,2023-08-22,2023-08-29,Standard Class,CUST-1050,Consumer,Miami,South,Office Supplies,Paper,116.45,6,0.0,34.77
ORD-01434,2022-03-23,2022-03-25,Standard Class,CUST-1156,Corporate,Los Angeles,West,Furniture,Tables,1276.72,4,0.1,-98.71
ORD-01435,2021-10-11,2021-10-18,Standard Class,CUST-1036,Home Office,Miami,South,Technology,Monitors,3057.29,1,0.1,583.27
ORD-01436,2022-03-01,2022-03-08,Standard Class,CUST-1186,Consumer,Boston,East,Furniture,Bookcases,605.96,6,0.15,-67.44
ORD-01437,2021-12-25,2022-01-01,Standard Class,CUST-1171,Corporate,Atlanta,East,Office Supplies,Binders,77.42,2,0.1,26.59
ORD-01438,2022-10-19,2022-10-22,First Class,CUST-1231,Corporate,Philadelphia,East,Technology,Phones,9060.98,3,0.0,1020.94
ORD-01439,2021-05-15,2021-05-17,Standard Class,CUST-1147,Consumer,Boston,East,Furniture,Chairs,6464.94,2,0.0,308.19
ORD-01440,2021-11-05,2021-11-07,Standard Class,CUST-1067,Consumer,Seattle,West,Office Supplies,Binders,80.5,5,0.0,35.61
ORD-01441,2022-04-21,2022-04-26,Standard Class,CUST-1248,Consumer,New York,East,Furniture,Storage,4305.39,3,0.1,275.29
ORD-01442,2022-06-17,2022-06-19,Standard Class,CUST-1145,Home Office,Philadelphia,East,Office Supplies,Labels,180.52,3,0.2,20.19
ORD-01443,2021-12-26,2022-01-02,Standard Class,CUST-1294,Corporate,Philadelphia,East,Furniture,Tables,2555.72,3,0.0,-53.08
ORD-01444,2022-10-12,2022-10-15,Standard Class,CUST-1062,Corporate,Philadelphia,East,Technology,Accessories,1944.98,3,0.1,160.5
ORD-01445,2021-11-16,2021-11-17,First Class,CUST-1293,Home Office,Nashville,South,Office Supplies,Labels,393.32,3,0.1,88.06
ORD-01446,2021-10-13,2021-10-20,First Class,CUST-1228,Corporate,New York,East,Office Supplies,Labels,254.67,2,0.0,90.25
ORD-01447,2022-07-24,2022-07-26,Standard Class,CUST-1201,Corporate,San Francisco,West,Furniture,Bookcases,470.33,5,0.15,53.81
ORD-01448,2021-10-30,2021-11-06,Standard Class,CUST-1179,Home Office,New York,East,Technology,Accessories,6491.25,3,0.0,664.95
ORD-01449,2023-05-02,2023-05-06,First Class,CUST-1044,Consumer,Miami,South,Furniture,Storage,2008.3,5,0.15,-43.08
ORD-01450,2023-02-09,2023-02-10,Same Day,CUST-1290,Consumer,Boston,East,Technology,Accessories,645.67,6,0.0,136.34
ORD-01451,2022-09-11,2022-09-16,Standard Class,CUST-1134,Consumer,Portland,West,Office Supplies,Paper,196.27,2,0.0,78.08
ORD-01452,2022-05-17,2022-05-18,Standard Class,CUST-1185,Consumer,Seattle,West,Furniture,Storage,908.71,5,0.0,175.07
ORD-01453,2023-02-04,2023-02-09,First Class,CUST-1074,Home Office,Charlotte,South,Office Supplies,Labels,89.02,1,0.2,12.53
ORD-01454,2022-12-31,2023-01-01,Standard Class,CUST-1048,Consumer,New York,East,Furniture,Tables,533.48,2,0.1,48.87
ORD-01455,2022-09-09,2022-09-12,Second Class,CUST-1006,Home Office,Boston,East,Office Supplies,Paper,313.17,2,0.0,108.05
ORD-01456,2021-11-30,2021-12-01,First Class,CUST-1269,Consumer,Atlanta,East,Technology,Accessories,1121.78,5,0.2,178.39
ORD-01457,2021-02-05,2021-02-09,Standard Class,CUST-1267,Consumer,New York,East,Office Supplies,Binders,166.47,5,0.0,51.69
ORD-01458,2022-04-01,2022-04-03,First Class,CUST-1066,Consumer,Seattle,West,Office Supplies,Pens,219.71,2,0.15,44.35
ORD-01459,2023-06-03,2023-06-04,First Class,CUST-1240,Consumer,Chicago,Central,Office Supplies,Labels,26.78,1,0.2,6.12
ORD-01460,2021-09-11,2021-09-16,First Class,CUST-1074,Corporate,Seattle,West,Technology,Accessories,1344.85,1,0.0,229.04
ORD-01461,2022-05-11,2022-05-16,First Class,CUST-1111,Consumer,New Orleans,South,Office Supplies,Pens,70.14,5,0.2,20.4
ORD-01462,2022-03-15,2022-03-20,Standard Class,CUST-1054,Home Office,Los Angeles,West,Office Supplies,Pens,513.75,4,0.0,178.45
ORD-01463,2021-08-20,2021-08-23,Standard Class,CUST-1147,Consumer,Charlotte,South,Technology,Accessories,435.89,3,0.1,65.02
ORD-01464,2022-10-01,2022-10-08,Standard Class,CUST-1096,Consumer,Portland,West,Office Supplies,Binders,586.18,4,0.0,176.92
ORD-01465,2023-10-04,2023-10-11,Same Day,CUST-1073,Consumer,New Orleans,South,Office Supplies,Labels,72.9,1,0.1,23.26
ORD-01466,2022-11-25,2022-11-27,Same Day,CUST-1255,Consumer,Dallas,Central,Furniture,Chairs,4445.73,6,0.0,709.22
ORD-01467,2023-04-09,2023-04-13,Second Class,CUST-1250,Consumer,Denver,Central,Technology,Accessories,2202.01,3,0.2,47.58
ORD-01468,2021-02-24,2021-02-26,Standard Class,CUST-1039,Home Office,Los Angeles,West,Furniture,Tables,2251.43,1,0.0,237.51
ORD-01469,2023-10-31,2023-11-03,Standard Class,CUST-1060,Consumer,Dallas,Central,Office Supplies,Labels,50.19,4,0.4,0.4
ORD-01470,2022-09-13,2022-09-20,Standard Class,CUST-1056,Consumer,Charlotte,South,Furniture,Bookcases,1516.18,4,0.0,195.48
ORD-01471,2023-11-04,2023-11-05,First Class,CUST-1180,Consumer,Denver,Central,Office Supplies,Labels,222.3,6,0.1,54.34
ORD-01472,2023-01-21,2023-01-24,Standard Class,CUST-1049,Corporate,New York,East,Office Supplies,Pens,97.91,4,0.2,25.09
ORD-01473,2022-10-02,2022-10-07,Standard Class,CUST-1010,Corporate,New York,East,Furniture,Bookcases,171.08,2,0.3,-29.32
ORD-01474,2022-07-01,2022-07-02,First Class,CUST-1165,Corporate,Atlanta,East,Furniture,Chairs,641.57,4,0.5,-131.88
ORD-01475,2022-11-27,2022-11-29,Second Class,CUST-1038,Consumer,San Francisco,West,Office Supplies,Labels,169.47,6,0.4,8.55
ORD-01476,2022-04-08,2022-04-13,Second Class,CUST-1172,Consumer,Los Angeles,West,Office Supplies,Paper,95.81,5,0.15,25.83
ORD-01477,2022-09-11,2022-09-16,Second Class,CUST-1205,Corporate,Boston,East,Technology,Monitors,6968.27,4,0.15,610.91
ORD-01478,2023-11-24,2023-11-26,Second Class,CUST-1137,Home Office,Dallas,Central,Technology,Monitors,2595.46,4,0.15,492.57
ORD-01479,2021-10-30,2021-11-01,Standard Class,CUST-1104,Corporate,Miami,South,Office Supplies,Labels,64.37,1,0.2,13.04
ORD-01480,2023-04-12,2023-04-14,Second Class,CUST-1237,Consumer,Dallas,Central,Office Supplies,Pens,42.93,3,0.0,17.14
ORD-01481,2021-03-01,2021-03-04,Standard Class,CUST-1248,Consumer,New York,East,Furniture,Storage,3678.22,1,0.15,-297.95
ORD-01482,2021-05-11,2021-05-15,Standard Class,CUST-1120,Consumer,Miami,South,Office Supplies,Binders,135.03,2,0.0,55.36
ORD-01483,2021-09-08,2021-09-11,Standard Class,CUST-1111,Consumer,Boston,East,Technology,Phones,3063.54,4,0.2,455.83
ORD-01484,2021-04-25,2021-04-29,Standard Class,CUST-1126,Consumer,Seattle,West,Technology,Laptops,1426.98,6,0.0,263.64
ORD-01485,2021-03-13,2021-03-20,Standard Class,CUST-1129,Home Office,Boston,East,Office Supplies,Paper,85.87,2,0.15,27.67
ORD-01486,2022-04-30,2022-05-04,Second Class,CUST-1046,Home Office,Boston,East,Office Supplies,Pens,147.19,3,0.4,33.78
ORD-01487,2023-04-13,2023-04-14,Second Class,CUST-1211,Home Office,San Francisco,West,Office Supplies,Paper,35.79,4,0.2,11.99
ORD-01488,2023-11-03,2023-11-04,Second Class,CUST-1094,Home Office,Chicago,Central,Office Supplies,Pens,168.06,1,0.0,34.76
ORD-01489,2021-06-18,2021-06-19,Standard Class,CUST-1231,Corporate,San Francisco,West,Office Supplies,Paper,44.62,3,0.2,12.11
ORD-01490,2023-04-29,2023-05-02,Standard Class,CUST-1010,Corporate,Seattle,West,Furniture,Tables,982.11,2,0.4,-28.4
ORD-01491,2021-12-12,2021-12-13,Second Class,CUST-1087,Consumer,Charlotte,South,Office Supplies,Paper,227.34,3,0.1,42.58
ORD-01492,2023-10-10,2023-10-11,First Class,CUST-1147,Corporate,Portland,West,Office Supplies,Binders,75.1,3,0.0,31.2
ORD-01493,2022-08-03,2022-08-10,Same Day,CUST-1148,Corporate,San Francisco,West,Office Supplies,Labels,412.77,1,0.0,164.33
ORD-01494,2023-07-28,2023-07-29,Second Class,CUST-1108,Consumer,Philadelphia,East,Office Supplies,Paper,9.09,4,0.3,2.67
ORD-01495,2021-04-17,2021-04-20,Second Class,CUST-1023,Consumer,Houston,Central,Office Supplies,Labels,392.01,6,0.3,117.28
ORD-01496,2021-03-26,2021-03-31,Standard Class,CUST-1067,Corporate,Atlanta,East,Technology,Monitors,1102.6,4,0.1,260.29
ORD-01497,2023-10-20,2023-10-23,Same Day,CUST-1135,Consumer,Los Angeles,West,Technology,Monitors,7679.97,5,0.0,2114.97
ORD-01498,2021-11-06,2021-11-11,Standard Class,CUST-1093,Corporate,New Orleans,South,Furniture,Storage,6200.63,2,0.0,-79.65
ORD-01499,2023-10-11,2023-10-12,Same Day,CUST-1075,Consumer,Portland,West,Technology,Accessories,4861.98,6,0.0,595.58
ORD-01500,2023-11-08,2023-11-11,Standard Class,CUST-1292,Consumer,Seattle,West,Technology,Phones,2691.85,5,0.1,657.69
ORD-01501,2021-02-23,2021-02-26,First Class,CUST-1165,Corporate,Portland,West,Technology,Phones,1767.02,1,0.0,385.33
ORD-01502,2021-01-12,2021-01-15,Same Day,CUST-1291,Consumer,Atlanta,East,Technology,Phones,9721.89,6,0.0,2394.59
ORD-01503,2021-05-25,2021-05-30,Standard Class,CUST-1204,Consumer,Houston,Central,Technology,Phones,9557.48,2,0.0,1443.49
ORD-01504,2021-11-12,2021-11-13,First Class,CUST-1067,Consumer,Portland,West,Technology,Laptops,3014.64,6,0.15,631.08
ORD-01505,2023-09-03,2023-09-06,First Class,CUST-1095,Consumer,Dallas,Central,Furniture,Chairs,4228.79,3,0.0,235.26
ORD-01506,2021-11-14,2021-11-18,Second Class,CUST-1153,Home Office,Seattle,West,Furniture,Storage,996.37,4,0.0,59.12
ORD-01507,2022-08-29,2022-09-03,Second Class,CUST-1217,Home Office,Houston,Central,Technology,Laptops,216.85,5,0.3,11.42
ORD-01508,2023-10-29,2023-10-30,Second Class,CUST-1023,Consumer,Houston,Central,Furniture,Storage,1174.76,4,0.0,-5.23
ORD-01509,2022-06-27,2022-06-30,Standard Class,CUST-1132,Corporate,Atlanta,East,Technology,Accessories,4846.91,5,0.0,560.52
ORD-01510,2021-12-18,2021-12-25,Standard Class,CUST-1249,Consumer,New York,East,Office Supplies,Binders,207.71,5,0.3,60.54
ORD-01511,2021-10-04,2021-10-05,Standard Class,CUST-1107,Home Office,Denver,Central,Furniture,Bookcases,360.71,1,0.15,-28.12
ORD-01512,2022-01-26,2022-01-27,First Class,CUST-1085,Home Office,Atlanta,East,Furniture,Tables,2446.24,1,0.0,135.69
ORD-01513,2022-05-12,2022-05-14,Standard Class,CUST-1221,Consumer,Charlotte,South,Office Supplies,Labels,191.0,6,0.0,38.58
ORD-01514,2023-11-18,2023-11-23,Standard Class,CUST-1216,Consumer,Houston,Central,Office Supplies,Labels,440.28,1,0.0,94.74
ORD-01515,2022-12-12,2022-12-16,Standard Class,CUST-1176,Home Office,Portland,West,Office Supplies,Binders,106.14,4,0.0,40.5
ORD-01516,2023-08-18,2023-08-20,First Class,CUST-1184,Home Office,Boston,East,Furniture,Tables,3843.35,6,0.4,-160.38
ORD-01517,2023-09-16,2023-09-18,Standard Class,CUST-1252,Corporate,Boston,East,Office Supplies,Paper,54.23,4,0.1,9.5
ORD-01518,2021-11-21,2021-11-23,Standard Class,CUST-1116,Consumer,New York,East,Furniture,Tables,1206.01,1,0.2,-79.07
ORD-01519,2022-07-02,2022-07-04,First Class,CUST-1234,Corporate,Boston,East,Technology,Laptops,1838.41,4,0.15,386.67
ORD-01520,2021-08-04,2021-08-06,Standard Class,CUST-1226,Home Office,Miami,South,Office Supplies,Binders,134.88,3,0.3,12.04
ORD-01521,2021-10-10,2021-10-11,Standard Class,CUST-1125,Consumer,Chicago,Central,Office Supplies,Labels,307.31,1,0.4,59.1
ORD-01522,2023-04-30,2023-05-03,Standard Class,CUST-1116,Consumer,Philadelphia,East,Office Supplies,Labels,192.54,4,0.0,74.78
ORD-01523,2023-11-24,2023-12-01,Same Day,CUST-1264,Home Office,Atlanta,East,Technology,Monitors,1032.08,6,0.0,262.18
ORD-01524,2021-05-06,2021-05-10,Standard Class,CUST-1266,Home Office,Atlanta,East,Office Supplies,Binders,161.12,6,0.3,10.38
ORD-01525,2022-12-06,2022-12-07,Standard Class,CUST-1278,Corporate,Boston,East,Office Supplies,Labels,212.36,2,0.15,50.23
ORD-01526,2021-06-22,2021-06-23,First Class,CUST-1266,Corporate,Denver,Central,Office Supplies,Labels,281.95,2,0.15,87.41
ORD-01527,2021-11-24,2021-11-25,First Class,CUST-1216,Corporate,Seattle,West,Office Supplies,Pens,27.13,6,0.0,10.68
ORD-01528,2021-09-11,2021-09-12,Second Class,CUST-1232,Consumer,Houston,Central,Office Supplies,Binders,114.7,1,0.0,39.35
ORD-01529,2021-10-14,2021-10-21,Standard Class,CUST-1184,Consumer,Dallas,Central,Furniture,Tables,1484.06,2,0.0,117.41
ORD-01530,2021-09-24,2021-09-28,Standard Class,CUST-1286,Consumer,Denver,Central,Furniture,Tables,465.13,5,0.0,37.94
ORD-01531,2023-09-30,2023-10-07,Same Day,CUST-1234,Corporate,Charlotte,South,Furniture,Storage,3509.13,6,0.0,-63.93
ORD-01532,2023-01-27,2023-01-28,Second Class,CUST-1020,Consumer,Denver,Central,Technology,Phones,6334.72,3,0.0,1101.72
ORD-01533,2021-10-20,2021-10-22,Standard Class,CUST-1110,Consumer,Boston,East,Furniture,Chairs,5729.79,3,0.0,994.48
ORD-01534,2023-09-13,2023-09-18,Standard Class,CUST-1067,Consumer,Seattle,West,Technology,Monitors,2554.48,4,0.3,271.46
ORD-01535,2021-07-02,2021-07-07,Second Class,CUST-1276,Consumer,Denver,Central,Office Supplies,Labels,405.41,3,0.0,172.32
ORD-01536,2022-09-25,2022-09-30,Second Class,CUST-1027,Home Office,Chicago,Central,Technology,Monitors,1683.87,5,0.0,376.75
ORD-01537,2022-01-04,2022-01-05,First Class,CUST-1227,Consumer,Chicago,Central,Office Supplies,Paper,89.74,5,0.0,33.78
ORD-01538,2022-11-28,2022-12-02,First Class,CUST-1046,Consumer,New York,East,Technology,Accessories,430.62,3,0.3,5.8
ORD-01539,2021-07-03,2021-07-05,Standard Class,CUST-1092,Consumer,Boston,East,Technology,Phones,3079.13,3,0.15,113.26
ORD-01540,2022-10-26,2022-10-29,Standard Class,CUST-1300,Consumer,Los Angeles,West,Technology,Phones,1063.68,5,0.0,157.34
ORD-01541,2023-04-14,2023-04-15,Standard Class,CUST-1137,Consumer,New Orleans,South,Technology,Monitors,4728.94,1,0.1,1100.65
ORD-01542,2021-06-21,2021-06-28,Standard Class,CUST-1275,Consumer,San Francisco,West,Office Supplies,Binders,155.13,2,0.0,69.24
ORD-01543,2021-12-09,2021-12-10,Second Class,CUST-1194,Home Office,Portland,West,Office Supplies,Labels,54.9,6,0.0,14.42
ORD-01544,2021-05-24,2021-05-27,Second Class,CUST-1221,Consumer,Boston,East,Office Supplies,Paper,14.41,3,0.2,4.05
ORD-01545,2023-07-17,2023-07-20,Same Day,CUST-1168,Corporate,New Orleans,South,Technology,Accessories,2296.91,5,0.0,440.91
ORD-01546,2021-01-20,2021-01-27,Standard Class,CUST-1039,Corporate,New York,East,Technology,Laptops,1917.22,6,0.2,206.34
ORD-01547,2023-01-04,2023-01-08,Standard Class,CUST-1227,Home Office,Houston,Central,Furniture,Storage,401.22,2,0.0,17.1
ORD-01548,2022-09-13,2022-09-20,First Class,CUST-1107,Consumer,Houston,Central,Technology,Phones,1700.74,4,0.4,-157.56
ORD-01549,2022-02-01,2022-02-08,Standard Class,CUST-1065,Corporate,Seattle,West,Technology,Monitors,3798.55,1,0.0,477.29
ORD-01550,2023-12-28,2024-01-02,Second Class,CUST-1026,Consumer,New Orleans,South,Technology,Laptops,3126.87,6,0.0,579.79
ORD-01551,2023-08-14,2023-08-18,Second Class,CUST-1215,Consumer,Atlanta,East,Office Supplies,Pens,40.19,3,0.3,4.27
ORD-01552,2021-02-21,2021-02-28,First Class,CUST-1084,Consumer,San Francisco,West,Furniture,Bookcases,1160.56,2,0.4,-24.08
ORD-01553,2021-02-19,2021-02-24,Standard Class,CUST-1122,Consumer,New York,East,Furniture,Chairs,3492.66,4,0.2,-308.09
ORD-01554,2023-06-18,2023-06-19,First Class,CUST-1193,Home Office,Dallas,Central,Office Supplies,Binders,95.68,1,0.0,20.59
ORD-01555,2022-09-10,2022-09-15,Standard Class,CUST-1150,Home Office,Chicago,Central,Furniture,Chairs,1164.51,1,0.0,-41.98
ORD-01556,2021-01-22,2021-01-26,Second Class,CUST-1013,Consumer,Portland,West,Office Supplies,Labels,169.87,3,0.3,34.79
ORD-01557,2021-05-19,2021-05-24,Second Class,CUST-1131,Consumer,New York,East,Furniture,Bookcases,2018.81,5,0.3,-340.18
ORD-01558,2021-04-01,2021-04-02,Standard Class,CUST-1159,Consumer,Denver,Central,Furniture,Storage,1141.41,3,0.1,71.82
ORD-01559,2021-01-17,2021-01-22,Standard Class,CUST-1027,Corporate,Seattle,West,Office Supplies,Paper,180.07,5,0.0,58.84
ORD-01560,2023-09-02,2023-09-09,Standard Class,CUST-1289,Corporate,Nashville,South,Furniture,Tables,4594.07,5,0.1,-79.08
ORD-01561,2021-03-28,2021-04-01,First Class,CUST-1109,Consumer,Philadelphia,East,Office Supplies,Pens,33.13,4,0.1,10.71
ORD-01562,2021-01-14,2021-01-17,Standard Class,CUST-1225,Consumer,Denver,Central,Technology,Accessories,668.26,3,0.0,82.22
ORD-01563,2022-03-25,2022-03-28,Standard Class,CUST-1011,Consumer,Los Angeles,West,Technology,Accessories,4447.98,2,0.2,218.81
ORD-01564,2021-08-16,2021-08-19,Standard Class,CUST-1087,Home Office,Miami,South,Technology,Accessories,7059.19,3,0.0,1227.79
ORD-01565,2021-09-25,2021-09-27,First Class,CUST-1125,Consumer,Miami,South,Office Supplies,Labels,111.5,4,0.15,22.8
ORD-01566,2021-04-20,2021-04-27,Standard Class,CUST-1107,Corporate,New Orleans,South,Office Supplies,Paper,168.51,4,0.3,49.22
ORD-01567,2023-11-09,2023-11-12,Standard Class,CUST-1247,Consumer,Chicago,Central,Office Supplies,Labels,309.18,5,0.0,116.91
ORD-01568,2021-03-16,2021-03-18,First Class,CUST-1156,Corporate,Atlanta,East,Office Supplies,Labels,73.66,2,0.0,19.05
ORD-01569,2021-06-22,2021-06-25,Standard Class,CUST-1172,Consumer,Boston,East,Furniture,Storage,2566.98,5,0.0,-101.95
ORD-01570,2023-02-23,2023-02-24,Standard Class,CUST-1150,Home Office,Boston,East,Furniture,Storage,810.52,1,0.0,-25.15
ORD-01571,2021-03-20,2021-03-25,Standard Class,CUST-1140,Consumer,Dallas,Central,Office Supplies,Binders,57.88,6,0.15,10.85
ORD-01572,2022-12-11,2022-12-15,Standard Class,CUST-1203,Consumer,New Orleans,South,Technology,Laptops,2375.37,2,0.0,481.08
ORD-01573,2021-06-25,2021-06-28,Standard Class,CUST-1224,Corporate,Atlanta,East,Technology,Laptops,6865.1,2,0.2,958.29
ORD-01574,2023-10-21,2023-10-28,Second Class,CUST-1275,Consumer,Philadelphia,East,Furniture,Chairs,4554.92,4,0.0,257.03
ORD-01575,2022-11-08,2022-11-13,Standard Class,CUST-1032,Home Office,New York,East,Technology,Phones,3297.26,4,0.5,-359.93
ORD-01576,2022-09-16,2022-09-17,Standard Class,CUST-1013,Corporate,Boston,East,Furniture,Tables,782.84,4,0.0,95.71
ORD-01577,2023-12-10,2023-12-11,Standard Class,CUST-1200,Consumer,Charlotte,South,Technology,Phones,3363.46,4,0.1,283.76
ORD-01578,2022-02-27,2022-03-01,Standard Class,CUST-1081,Consumer,Portland,West,Technology,Phones,6606.1,4,0.0,1598.24
ORD-01579,2021-10-20,2021-10-24,Standard Class,CUST-1291,Consumer,Atlanta,East,Office Supplies,Pens,51.39,3,0.1,10.88
ORD-01580,2023-07-24,2023-07-27,Standard Class,CUST-1212,Corporate,New York,East,Office Supplies,Labels,319.64,2,0.0,129.73
ORD-01581,2021-03-31,2021-04-02,Standard Class,CUST-1034,Corporate,Philadelphia,East,Technology,Monitors,4473.49,3,0.0,1009.29
ORD-01582,2023-01-26,2023-01-27,Second Class,CUST-1259,Home Office,Charlotte,South,Office Supplies,Paper,343.6,2,0.0,82.88
ORD-01583,2022-02-03,2022-02-07,Second Class,CUST-1237,Consumer,Portland,West,Technology,Phones,860.65,3,0.0,243.93
ORD-01584,2023-08-23,2023-08-26,Standard Class,CUST-1150,Corporate,San Francisco,West,Furniture,Chairs,2449.05,2,0.2,4.28
ORD-01585,2023-01-04,2023-01-06,Standard Class,CUST-1024,Corporate,Los Angeles,West,Technology,Monitors,488.84,4,0.3,27.6
ORD-01586,2021-04-10,2021-04-14,Second Class,CUST-1008,Consumer,Boston,East,Office Supplies,Binders,232.46,1,0.0,60.35
ORD-01587,2021-07-17,2021-07-24,Standard Class,CUST-1165,Corporate,Philadelphia,East,Furniture,Chairs,770.8,3,0.0,60.22
ORD-01588,2022-03-14,2022-03-15,Standard Class,CUST-1199,Home Office,Atlanta,East,Office Supplies,Paper,113.41,1,0.0,41.22
ORD-01589,2021-05-18,2021-05-20,Standard Class,CUST-1291,Corporate,Seattle,West,Technology,Laptops,2291.05,5,0.5,-297.01
ORD-01590,2021-09-30,2021-10-03,Same Day,CUST-1171,Corporate,Atlanta,East,Technology,Phones,904.89,1,0.5,-15.14
ORD-01591,2021-01-28,2021-01-30,Second Class,CUST-1040,Corporate,Philadelphia,East,Technology,Monitors,248.79,2,0.0,61.6
ORD-01592,2021-03-19,2021-03-21,Standard Class,CUST-1162,Consumer,Philadelphia,East,Technology,Accessories,7901.06,3,0.15,716.93
